iterations, time, cart::mass[REAL], cart::mass_pendulum[REAL], cart::length_pendulum[REAL], cart::initial_velocity[REAL], cart::initial_position[REAL], cart::velocity[REAL], cart::position[REAL], cart::acceleration[REAL], cart::force_pendulum[REAL], cart::force[REAL], pendulum::angular_velocity[REAL], pendulum::mass[REAL], pendulum::acceleration[REAL], pendulum::length[REAL], pendulum::initial_angle[REAL], pendulum::angle[REAL], pendulum::initial_angular_velocity[REAL], pendulum::force[REAL], pendulum::cart_acceleration[REAL], regulator::angular_velocity[REAL], regulator::k1[REAL], regulator::angle[REAL], regulator::k2[REAL], regulator::k3[REAL], regulator::velocity[REAL], regulator::position[REAL], regulator::k4[REAL], regulator::force[REAL]
1807, 18.07, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000054, 0.000001, 0.005448, -0.000007, 0.005979, -0.000203, 0.100000, 0.000073, 1.000000, 0.349066, 0.000563, 0.000000, -0.000007, 0.005448, -0.000203, -15.000000, 0.000563, -15.000000, -30.000000, 0.000054, 0.000001, -10.000000, 0.005979
1808, 18.08, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000054, 0.000001, 0.005429, -0.000007, 0.005957, -0.000202, 0.100000, 0.000073, 1.000000, 0.349066, 0.000561, 0.000000, -0.000007, 0.005429, -0.000202, -15.000000, 0.000561, -15.000000, -30.000000, 0.000054, 0.000001, -10.000000, 0.005957
1809, 18.09, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000054, 0.000001, 0.005409, -0.000007, 0.005936, -0.000202, 0.100000, 0.000073, 1.000000, 0.349066, 0.000559, 0.000000, -0.000007, 0.005409, -0.000202, -15.000000, 0.000559, -15.000000, -30.000000, 0.000054, 0.000001, -10.000000, 0.005936
1810, 18.1, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000054, 0.000001, 0.005390, -0.000007, 0.005915, -0.000201, 0.100000, 0.000072, 1.000000, 0.349066, 0.000557, 0.000000, -0.000007, 0.005390, -0.000201, -15.000000, 0.000557, -15.000000, -30.000000, 0.000054, 0.000001, -10.000000, 0.005915
1811, 18.11, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000054, 0.000001, 0.005370, -0.000007, 0.005893, -0.000200, 0.100000, 0.000072, 1.000000, 0.349066, 0.000555, 0.000000, -0.000007, 0.005370, -0.000200, -15.000000, 0.000555, -15.000000, -30.000000, 0.000054, 0.000001, -10.000000, 0.005893
1812, 18.12, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000054, 0.000001, 0.005351, -0.000007, 0.005872, -0.000199, 0.100000, 0.000072, 1.000000, 0.349066, 0.000553, 0.000000, -0.000007, 0.005351, -0.000199, -15.000000, 0.000553, -15.000000, -30.000000, 0.000054, 0.000001, -10.000000, 0.005872
1813, 18.13, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000053, 0.000001, 0.005332, -0.000007, 0.005851, -0.000199, 0.100000, 0.000072, 1.000000, 0.349066, 0.000551, 0.000000, -0.000007, 0.005332, -0.000199, -15.000000, 0.000551, -15.000000, -30.000000, 0.000053, 0.000001, -10.000000, 0.005851
1814, 18.14, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000053, 0.000001, 0.005313, -0.000007, 0.005830, -0.000198, 0.100000, 0.000071, 1.000000, 0.349066, 0.000549, 0.000000, -0.000007, 0.005313, -0.000198, -15.000000, 0.000549, -15.000000, -30.000000, 0.000053, 0.000001, -10.000000, 0.005830
1815, 18.15, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000053, 0.000001, 0.005293, -0.000007, 0.005809, -0.000197, 0.100000, 0.000071, 1.000000, 0.349066, 0.000547, 0.000000, -0.000007, 0.005293, -0.000197, -15.000000, 0.000547, -15.000000, -30.000000, 0.000053, 0.000001, -10.000000, 0.005809
1816, 18.16, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000053, 0.000001, 0.005274, -0.000007, 0.005788, -0.000197, 0.100000, 0.000071, 1.000000, 0.349066, 0.000545, 0.000000, -0.000007, 0.005274, -0.000197, -15.000000, 0.000545, -15.000000, -30.000000, 0.000053, 0.000001, -10.000000, 0.005788
1817, 18.17, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000053, 0.000001, 0.005256, -0.000007, 0.005767, -0.000196, 0.100000, 0.000071, 1.000000, 0.349066, 0.000543, 0.000000, -0.000007, 0.005256, -0.000196, -15.000000, 0.000543, -15.000000, -30.000000, 0.000053, 0.000001, -10.000000, 0.005767
1818, 18.18, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000052, 0.000001, 0.005237, -0.000007, 0.005747, -0.000195, 0.100000, 0.000070, 1.000000, 0.349066, 0.000541, 0.000000, -0.000007, 0.005237, -0.000195, -15.000000, 0.000541, -15.000000, -30.000000, 0.000052, 0.000001, -10.000000, 0.005747
1819, 18.19, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000052, 0.000001, 0.005218, -0.000007, 0.005726, -0.000194, 0.100000, 0.000070, 1.000000, 0.349066, 0.000539, 0.000000, -0.000007, 0.005218, -0.000194, -15.000000, 0.000539, -15.000000, -30.000000, 0.000052, 0.000001, -10.000000, 0.005726
1820, 18.2, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000052, 0.000001, 0.005199, -0.000007, 0.005705, -0.000194, 0.100000, 0.000070, 1.000000, 0.349066, 0.000537, 0.000000, -0.000007, 0.005199, -0.000194, -15.000000, 0.000537, -15.000000, -30.000000, 0.000052, 0.000001, -10.000000, 0.005705
1821, 18.21, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000052, 0.000001, 0.005180, -0.000007, 0.005685, -0.000193, 0.100000, 0.000070, 1.000000, 0.349066, 0.000535, 0.000000, -0.000007, 0.005180, -0.000193, -15.000000, 0.000535, -15.000000, -30.000000, 0.000052, 0.000001, -10.000000, 0.005685
1822, 18.22, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000052, 0.000001, 0.005162, -0.000007, 0.005664, -0.000192, 0.100000, 0.000069, 1.000000, 0.349066, 0.000533, 0.000000, -0.000007, 0.005162, -0.000192, -15.000000, 0.000533, -15.000000, -30.000000, 0.000052, 0.000001, -10.000000, 0.005664
1823, 18.23, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000051, 0.000001, 0.005143, -0.000007, 0.005644, -0.000192, 0.100000, 0.000069, 1.000000, 0.349066, 0.000531, 0.000000, -0.000007, 0.005143, -0.000192, -15.000000, 0.000531, -15.000000, -30.000000, 0.000051, 0.000001, -10.000000, 0.005644
1824, 18.24, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000051, 0.000001, 0.005125, -0.000007, 0.005624, -0.000191, 0.100000, 0.000069, 1.000000, 0.349066, 0.000529, 0.000000, -0.000007, 0.005125, -0.000191, -15.000000, 0.000529, -15.000000, -30.000000, 0.000051, 0.000001, -10.000000, 0.005624
1825, 18.25, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000051, 0.000001, 0.005106, -0.000007, 0.005604, -0.000190, 0.100000, 0.000069, 1.000000, 0.349066, 0.000527, 0.000000, -0.000007, 0.005106, -0.000190, -15.000000, 0.000527, -15.000000, -30.000000, 0.000051, 0.000001, -10.000000, 0.005604
1826, 18.26, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000051, 0.000001, 0.005088, -0.000007, 0.005583, -0.000190, 0.100000, 0.000068, 1.000000, 0.349066, 0.000526, 0.000000, -0.000007, 0.005088, -0.000190, -15.000000, 0.000526, -15.000000, -30.000000, 0.000051, 0.000001, -10.000000, 0.005583
1827, 18.27, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000051, 0.000001, 0.005070, -0.000007, 0.005563, -0.000189, 0.100000, 0.000068, 1.000000, 0.349066, 0.000524, 0.000000, -0.000007, 0.005070, -0.000189, -15.000000, 0.000524, -15.000000, -30.000000, 0.000051, 0.000001, -10.000000, 0.005563
1828, 18.28, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000051, 0.000001, 0.005051, -0.000007, 0.005543, -0.000188, 0.100000, 0.000068, 1.000000, 0.349066, 0.000522, 0.000000, -0.000007, 0.005051, -0.000188, -15.000000, 0.000522, -15.000000, -30.000000, 0.000051, 0.000001, -10.000000, 0.005543
1829, 18.29, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000050, 0.000001, 0.005033, -0.000007, 0.005523, -0.000188, 0.100000, 0.000068, 1.000000, 0.349066, 0.000520, 0.000000, -0.000007, 0.005033, -0.000188, -15.000000, 0.000520, -15.000000, -30.000000, 0.000050, 0.000001, -10.000000, 0.005523
1830, 18.3, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000050, 0.000001, 0.005015, -0.000007, 0.005504, -0.000187, 0.100000, 0.000067, 1.000000, 0.349066, 0.000518, 0.000000, -0.000007, 0.005015, -0.000187, -15.000000, 0.000518, -15.000000, -30.000000, 0.000050, 0.000001, -10.000000, 0.005504
1831, 18.31, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000050, 0.000000, 0.004997, -0.000007, 0.005484, -0.000186, 0.100000, 0.000067, 1.000000, 0.349066, 0.000516, 0.000000, -0.000007, 0.004997, -0.000186, -15.000000, 0.000516, -15.000000, -30.000000, 0.000050, 0.000000, -10.000000, 0.005484
1832, 18.32, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000050, 0.000000, 0.004979, -0.000007, 0.005464, -0.000186, 0.100000, 0.000067, 1.000000, 0.349066, 0.000514, 0.000000, -0.000007, 0.004979, -0.000186, -15.000000, 0.000514, -15.000000, -30.000000, 0.000050, 0.000000, -10.000000, 0.005464
1833, 18.33, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000050, 0.000000, 0.004961, -0.000007, 0.005444, -0.000185, 0.100000, 0.000067, 1.000000, 0.349066, 0.000513, 0.000000, -0.000007, 0.004961, -0.000185, -15.000000, 0.000513, -15.000000, -30.000000, 0.000050, 0.000000, -10.000000, 0.005444
1834, 18.34, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000049, 0.000000, 0.004943, -0.000007, 0.005425, -0.000184, 0.100000, 0.000066, 1.000000, 0.349066, 0.000511, 0.000000, -0.000007, 0.004943, -0.000184, -15.000000, 0.000511, -15.000000, -30.000000, 0.000049, 0.000000, -10.000000, 0.005425
1835, 18.35, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000049, 0.000000, 0.004926, -0.000007, 0.005405, -0.000184, 0.100000, 0.000066, 1.000000, 0.349066, 0.000509, 0.000000, -0.000007, 0.004926, -0.000184, -15.000000, 0.000509, -15.000000, -30.000000, 0.000049, 0.000000, -10.000000, 0.005405
1836, 18.36, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000049, 0.000000, 0.004908, -0.000007, 0.005386, -0.000183, 0.100000, 0.000066, 1.000000, 0.349066, 0.000507, 0.000000, -0.000007, 0.004908, -0.000183, -15.000000, 0.000507, -15.000000, -30.000000, 0.000049, 0.000000, -10.000000, 0.005386
1837, 18.37, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000049, 0.000000, 0.004890, -0.000007, 0.005367, -0.000182, 0.100000, 0.000066, 1.000000, 0.349066, 0.000505, 0.000000, -0.000007, 0.004890, -0.000182, -15.000000, 0.000505, -15.000000, -30.000000, 0.000049, 0.000000, -10.000000, 0.005367
1838, 18.38, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000049, 0.000000, 0.004873, -0.000007, 0.005347, -0.000182, 0.100000, 0.000066, 1.000000, 0.349066, 0.000503, 0.000000, -0.000007, 0.004873, -0.000182, -15.000000, 0.000503, -15.000000, -30.000000, 0.000049, 0.000000, -10.000000, 0.005347
1839, 18.39, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000049, 0.000000, 0.004855, -0.000007, 0.005328, -0.000181, 0.100000, 0.000065, 1.000000, 0.349066, 0.000502, 0.000000, -0.000007, 0.004855, -0.000181, -15.000000, 0.000502, -15.000000, -30.000000, 0.000049, 0.000000, -10.000000, 0.005328
1840, 18.4, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000048, 0.000000, 0.004838, -0.000007, 0.005309, -0.000180, 0.100000, 0.000065, 1.000000, 0.349066, 0.000500, 0.000000, -0.000007, 0.004838, -0.000180, -15.000000, 0.000500, -15.000000, -30.000000, 0.000048, 0.000000, -10.000000, 0.005309
1841, 18.41, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000048, 0.000000, 0.004820, -0.000006, 0.005290, -0.000180, 0.100000, 0.000065, 1.000000, 0.349066, 0.000498, 0.000000, -0.000006, 0.004820, -0.000180, -15.000000, 0.000498, -15.000000, -30.000000, 0.000048, 0.000000, -10.000000, 0.005290
1842, 18.42, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000048, 0.000000, 0.004803, -0.000006, 0.005271, -0.000179, 0.100000, 0.000065, 1.000000, 0.349066, 0.000496, 0.000000, -0.000006, 0.004803, -0.000179, -15.000000, 0.000496, -15.000000, -30.000000, 0.000048, 0.000000, -10.000000, 0.005271
1843, 18.43, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000048, 0.000000, 0.004786, -0.000006, 0.005252, -0.000178, 0.100000, 0.000064, 1.000000, 0.349066, 0.000494, 0.000000, -0.000006, 0.004786, -0.000178, -15.000000, 0.000494, -15.000000, -30.000000, 0.000048, 0.000000, -10.000000, 0.005252
1844, 18.44, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000048, 0.000000, 0.004768, -0.000006, 0.005233, -0.000178, 0.100000, 0.000064, 1.000000, 0.349066, 0.000493, 0.000000, -0.000006, 0.004768, -0.000178, -15.000000, 0.000493, -15.000000, -30.000000, 0.000048, 0.000000, -10.000000, 0.005233
1845, 18.45, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000048, 0.000000, 0.004751, -0.000006, 0.005214, -0.000177, 0.100000, 0.000064, 1.000000, 0.349066, 0.000491, 0.000000, -0.000006, 0.004751, -0.000177, -15.000000, 0.000491, -15.000000, -30.000000, 0.000048, 0.000000, -10.000000, 0.005214
1846, 18.46, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000047, 0.000000, 0.004734, -0.000006, 0.005195, -0.000176, 0.100000, 0.000064, 1.000000, 0.349066, 0.000489, 0.000000, -0.000006, 0.004734, -0.000176, -15.000000, 0.000489, -15.000000, -30.000000, 0.000047, 0.000000, -10.000000, 0.005195
1847, 18.47, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000047, 0.000000, 0.004717, -0.000006, 0.005177, -0.000176, 0.100000, 0.000063, 1.000000, 0.349066, 0.000487, 0.000000, -0.000006, 0.004717, -0.000176, -15.000000, 0.000487, -15.000000, -30.000000, 0.000047, 0.000000, -10.000000, 0.005177
1848, 18.48, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000047, 0.000000, 0.004700, -0.000006, 0.005158, -0.000175, 0.100000, 0.000063, 1.000000, 0.349066, 0.000486, 0.000000, -0.000006, 0.004700, -0.000175, -15.000000, 0.000486, -15.000000, -30.000000, 0.000047, 0.000000, -10.000000, 0.005158
1849, 18.49, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000047, 0.000000, 0.004683, -0.000006, 0.005140, -0.000175, 0.100000, 0.000063, 1.000000, 0.349066, 0.000484, 0.000000, -0.000006, 0.004683, -0.000175, -15.000000, 0.000484, -15.000000, -30.000000, 0.000047, 0.000000, -10.000000, 0.005140
1850, 18.5, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000047, 0.000000, 0.004667, -0.000006, 0.005121, -0.000174, 0.100000, 0.000063, 1.000000, 0.349066, 0.000482, 0.000000, -0.000006, 0.004667, -0.000174, -15.000000, 0.000482, -15.000000, -30.000000, 0.000047, 0.000000, -10.000000, 0.005121
1851, 18.51, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000046, 0.000000, 0.004650, -0.000006, 0.005103, -0.000173, 0.100000, 0.000063, 1.000000, 0.349066, 0.000480, 0.000000, -0.000006, 0.004650, -0.000173, -15.000000, 0.000480, -15.000000, -30.000000, 0.000046, 0.000000, -10.000000, 0.005103
1852, 18.52, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000046, 0.000000, 0.004633, -0.000006, 0.005084, -0.000173, 0.100000, 0.000062, 1.000000, 0.349066, 0.000479, 0.000000, -0.000006, 0.004633, -0.000173, -15.000000, 0.000479, -15.000000, -30.000000, 0.000046, 0.000000, -10.000000, 0.005084
1853, 18.53, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000046, 0.000000, 0.004616, -0.000006, 0.005066, -0.000172, 0.100000, 0.000062, 1.000000, 0.349066, 0.000477, 0.000000, -0.000006, 0.004616, -0.000172, -15.000000, 0.000477, -15.000000, -30.000000, 0.000046, 0.000000, -10.000000, 0.005066
1854, 18.54, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000046, 0.000000, 0.004600, -0.000006, 0.005048, -0.000171, 0.100000, 0.000062, 1.000000, 0.349066, 0.000475, 0.000000, -0.000006, 0.004600, -0.000171, -15.000000, 0.000475, -15.000000, -30.000000, 0.000046, 0.000000, -10.000000, 0.005048
1855, 18.55, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000046, 0.000000, 0.004583, -0.000006, 0.005030, -0.000171, 0.100000, 0.000062, 1.000000, 0.349066, 0.000473, 0.000000, -0.000006, 0.004583, -0.000171, -15.000000, 0.000473, -15.000000, -30.000000, 0.000046, 0.000000, -10.000000, 0.005030
1856, 18.56, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000046, 0.000000, 0.004567, -0.000006, 0.005012, -0.000170, 0.100000, 0.000061, 1.000000, 0.349066, 0.000472, 0.000000, -0.000006, 0.004567, -0.000170, -15.000000, 0.000472, -15.000000, -30.000000, 0.000046, 0.000000, -10.000000, 0.005012
1857, 18.57, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000046, 0.000000, 0.004550, -0.000006, 0.004994, -0.000170, 0.100000, 0.000061, 1.000000, 0.349066, 0.000470, 0.000000, -0.000006, 0.004550, -0.000170, -15.000000, 0.000470, -15.000000, -30.000000, 0.000046, 0.000000, -10.000000, 0.004994
1858, 18.58, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000045, 0.000000, 0.004534, -0.000006, 0.004976, -0.000169, 0.100000, 0.000061, 1.000000, 0.349066, 0.000468, 0.000000, -0.000006, 0.004534, -0.000169, -15.000000, 0.000468, -15.000000, -30.000000, 0.000045, 0.000000, -10.000000, 0.004976
1859, 18.59, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000045, 0.000000, 0.004518, -0.000006, 0.004958, -0.000168, 0.100000, 0.000061, 1.000000, 0.349066, 0.000467, 0.000000, -0.000006, 0.004518, -0.000168, -15.000000, 0.000467, -15.000000, -30.000000, 0.000045, 0.000000, -10.000000, 0.004958
1860, 18.6, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000045, 0.000000, 0.004501, -0.000006, 0.004940, -0.000168, 0.100000, 0.000061, 1.000000, 0.349066, 0.000465, 0.000000, -0.000006, 0.004501, -0.000168, -15.000000, 0.000465, -15.000000, -30.000000, 0.000045, 0.000000, -10.000000, 0.004940
1861, 18.61, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000045, 0.000000, 0.004485, -0.000006, 0.004922, -0.000167, 0.100000, 0.000060, 1.000000, 0.349066, 0.000463, 0.000000, -0.000006, 0.004485, -0.000167, -15.000000, 0.000463, -15.000000, -30.000000, 0.000045, 0.000000, -10.000000, 0.004922
1862, 18.62, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000045, 0.000000, 0.004469, -0.000006, 0.004904, -0.000167, 0.100000, 0.000060, 1.000000, 0.349066, 0.000462, 0.000000, -0.000006, 0.004469, -0.000167, -15.000000, 0.000462, -15.000000, -30.000000, 0.000045, 0.000000, -10.000000, 0.004904
1863, 18.63, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000045, 0.000000, 0.004453, -0.000006, 0.004887, -0.000166, 0.100000, 0.000060, 1.000000, 0.349066, 0.000460, 0.000000, -0.000006, 0.004453, -0.000166, -15.000000, 0.000460, -15.000000, -30.000000, 0.000045, 0.000000, -10.000000, 0.004887
1864, 18.64, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000044, 0.000000, 0.004437, -0.000006, 0.004869, -0.000165, 0.100000, 0.000060, 1.000000, 0.349066, 0.000458, 0.000000, -0.000006, 0.004437, -0.000165, -15.000000, 0.000458, -15.000000, -30.000000, 0.000044, 0.000000, -10.000000, 0.004869
1865, 18.65, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000044, 0.000000, 0.004421, -0.000006, 0.004852, -0.000165, 0.100000, 0.000059, 1.000000, 0.349066, 0.000457, 0.000000, -0.000006, 0.004421, -0.000165, -15.000000, 0.000457, -15.000000, -30.000000, 0.000044, 0.000000, -10.000000, 0.004852
1866, 18.66, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000044, 0.000000, 0.004405, -0.000006, 0.004834, -0.000164, 0.100000, 0.000059, 1.000000, 0.349066, 0.000455, 0.000000, -0.000006, 0.004405, -0.000164, -15.000000, 0.000455, -15.000000, -30.000000, 0.000044, 0.000000, -10.000000, 0.004834
1867, 18.67, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000044, 0.000000, 0.004389, -0.000006, 0.004817, -0.000164, 0.100000, 0.000059, 1.000000, 0.349066, 0.000453, 0.000000, -0.000006, 0.004389, -0.000164, -15.000000, 0.000453, -15.000000, -30.000000, 0.000044, 0.000000, -10.000000, 0.004817
1868, 18.68, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000044, 0.000000, 0.004374, -0.000006, 0.004800, -0.000163, 0.100000, 0.000059, 1.000000, 0.349066, 0.000452, 0.000000, -0.000006, 0.004374, -0.000163, -15.000000, 0.000452, -15.000000, -30.000000, 0.000044, 0.000000, -10.000000, 0.004800
1869, 18.69, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000044, 0.000000, 0.004358, -0.000006, 0.004782, -0.000162, 0.100000, 0.000059, 1.000000, 0.349066, 0.000450, 0.000000, -0.000006, 0.004358, -0.000162, -15.000000, 0.000450, -15.000000, -30.000000, 0.000044, 0.000000, -10.000000, 0.004782
1870, 18.7, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000043, 0.000000, 0.004342, -0.000006, 0.004765, -0.000162, 0.100000, 0.000058, 1.000000, 0.349066, 0.000449, 0.000000, -0.000006, 0.004342, -0.000162, -15.000000, 0.000449, -15.000000, -30.000000, 0.000043, 0.000000, -10.000000, 0.004765
1871, 18.71, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000043, 0.000000, 0.004327, -0.000006, 0.004748, -0.000161, 0.100000, 0.000058, 1.000000, 0.349066, 0.000447, 0.000000, -0.000006, 0.004327, -0.000161, -15.000000, 0.000447, -15.000000, -30.000000, 0.000043, 0.000000, -10.000000, 0.004748
1872, 18.72, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000043, 0.000000, 0.004311, -0.000006, 0.004731, -0.000161, 0.100000, 0.000058, 1.000000, 0.349066, 0.000445, 0.000000, -0.000006, 0.004311, -0.000161, -15.000000, 0.000445, -15.000000, -30.000000, 0.000043, 0.000000, -10.000000, 0.004731
1873, 18.73, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000043, 0.000000, 0.004296, -0.000006, 0.004714, -0.000160, 0.100000, 0.000058, 1.000000, 0.349066, 0.000444, 0.000000, -0.000006, 0.004296, -0.000160, -15.000000, 0.000444, -15.000000, -30.000000, 0.000043, 0.000000, -10.000000, 0.004714
1874, 18.74, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000043, 0.000000, 0.004280, -0.000006, 0.004697, -0.000160, 0.100000, 0.000058, 1.000000, 0.349066, 0.000442, 0.000000, -0.000006, 0.004280, -0.000160, -15.000000, 0.000442, -15.000000, -30.000000, 0.000043, 0.000000, -10.000000, 0.004697
1875, 18.75, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000043, 0.000000, 0.004265, -0.000006, 0.004680, -0.000159, 0.100000, 0.000057, 1.000000, 0.349066, 0.000441, 0.000000, -0.000006, 0.004265, -0.000159, -15.000000, 0.000441, -15.000000, -30.000000, 0.000043, 0.000000, -10.000000, 0.004680
1876, 18.76, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000042, 0.000000, 0.004249, -0.000006, 0.004663, -0.000158, 0.100000, 0.000057, 1.000000, 0.349066, 0.000439, 0.000000, -0.000006, 0.004249, -0.000158, -15.000000, 0.000439, -15.000000, -30.000000, 0.000042, 0.000000, -10.000000, 0.004663
1877, 18.77, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000042, 0.000000, 0.004234, -0.000006, 0.004646, -0.000158, 0.100000, 0.000057, 1.000000, 0.349066, 0.000437, 0.000000, -0.000006, 0.004234, -0.000158, -15.000000, 0.000437, -15.000000, -30.000000, 0.000042, 0.000000, -10.000000, 0.004646
1878, 18.78, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000042, 0.000000, 0.004219, -0.000006, 0.004630, -0.000157, 0.100000, 0.000057, 1.000000, 0.349066, 0.000436, 0.000000, -0.000006, 0.004219, -0.000157, -15.000000, 0.000436, -15.000000, -30.000000, 0.000042, 0.000000, -10.000000, 0.004630
1879, 18.79, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000042, 0.000000, 0.004204, -0.000006, 0.004613, -0.000157, 0.100000, 0.000057, 1.000000, 0.349066, 0.000434, 0.000000, -0.000006, 0.004204, -0.000157, -15.000000, 0.000434, -15.000000, -30.000000, 0.000042, 0.000000, -10.000000, 0.004613
1880, 18.8, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000042, 0.000000, 0.004189, -0.000006, 0.004597, -0.000156, 0.100000, 0.000056, 1.000000, 0.349066, 0.000433, 0.000000, -0.000006, 0.004189, -0.000156, -15.000000, 0.000433, -15.000000, -30.000000, 0.000042, 0.000000, -10.000000, 0.004597
1881, 18.81, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000042, 0.000000, 0.004174, -0.000006, 0.004580, -0.000156, 0.100000, 0.000056, 1.000000, 0.349066, 0.000431, 0.000000, -0.000006, 0.004174, -0.000156, -15.000000, 0.000431, -15.000000, -30.000000, 0.000042, 0.000000, -10.000000, 0.004580
1882, 18.82, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000042, 0.000000, 0.004159, -0.000006, 0.004564, -0.000155, 0.100000, 0.000056, 1.000000, 0.349066, 0.000430, 0.000000, -0.000006, 0.004159, -0.000155, -15.000000, 0.000430, -15.000000, -30.000000, 0.000042, 0.000000, -10.000000, 0.004564
1883, 18.83, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.000041, 0.000000, 0.004144, -0.000006, 0.004547, -0.000154, 0.100000, 0.000056, 1.000000, 0.349066, 0.000428, 0.000000, -0.000006, 0.004144, -0.000154, -15.000000, 0.000428, -15.000000, -30.000000, 0.000041, 0.000000, -10.000000, 0.004547
