iterations, time, cart::mass[REAL], cart::mass_pendulum[REAL], cart::length_pendulum[REAL], cart::initial_velocity[REAL], cart::initial_position[REAL], cart::velocity[REAL], cart::position[REAL], cart::acceleration[REAL], cart::force_pendulum[REAL], cart::force[REAL], pendulum::angular_velocity[REAL], pendulum::mass[REAL], pendulum::acceleration[REAL], pendulum::length[REAL], pendulum::initial_angle[REAL], pendulum::angle[REAL], pendulum::initial_angular_velocity[REAL], pendulum::force[REAL], pendulum::cart_acceleration[REAL], regulator::angular_velocity[REAL], regulator::k1[REAL], regulator::angle[REAL], regulator::k2[REAL], regulator::k3[REAL], regulator::velocity[REAL], regulator::position[REAL], regulator::k4[REAL], regulator::force[REAL]
77, 0.77, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.027779, 0.000278, 2.777859, -0.002539, 3.047142, -0.095448, 0.100000, 0.029013, 1.000000, 0.349066, 0.278783, 0.000000, -0.002539, 2.777859, -0.095448, -15.000000, 0.278783, -15.000000, -30.000000, 0.027779, 0.000278, -10.000000, 3.047142
78, 0.78, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.027678, 0.000277, 2.767821, -0.002537, 3.036139, -0.095159, 0.100000, 0.028964, 1.000000, 0.349066, 0.277831, 0.000000, -0.002537, 2.767821, -0.095159, -15.000000, 0.277831, -15.000000, -30.000000, 0.027678, 0.000277, -10.000000, 3.036139
79, 0.79, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.027578, 0.000276, 2.757820, -0.002535, 3.025175, -0.094870, 0.100000, 0.028915, 1.000000, 0.349066, 0.276883, 0.000000, -0.002535, 2.757820, -0.094870, -15.000000, 0.276883, -15.000000, -30.000000, 0.027578, 0.000276, -10.000000, 3.025175
80, 0.8, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.027479, 0.000275, 2.747855, -0.002534, 3.014252, -0.094581, 0.100000, 0.028865, 1.000000, 0.349066, 0.275937, 0.000000, -0.002534, 2.747855, -0.094581, -15.000000, 0.275937, -15.000000, -30.000000, 0.027479, 0.000275, -10.000000, 3.014252
81, 0.81, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.027379, 0.000274, 2.737926, -0.002532, 3.003368, -0.094293, 0.100000, 0.028815, 1.000000, 0.349066, 0.274994, 0.000000, -0.002532, 2.737926, -0.094293, -15.000000, 0.274994, -15.000000, -30.000000, 0.027379, 0.000274, -10.000000, 3.003368
82, 0.82, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.027280, 0.000273, 2.728033, -0.002530, 2.992524, -0.094005, 0.100000, 0.028764, 1.000000, 0.349066, 0.274054, 0.000000, -0.002530, 2.728033, -0.094005, -15.000000, 0.274054, -15.000000, -30.000000, 0.027280, 0.000273, -10.000000, 2.992524
83, 0.83, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.027182, 0.000272, 2.718176, -0.002528, 2.981719, -0.093718, 0.100000, 0.028714, 1.000000, 0.349066, 0.273117, 0.000000, -0.002528, 2.718176, -0.093718, -15.000000, 0.273117, -15.000000, -30.000000, 0.027182, 0.000272, -10.000000, 2.981719
84, 0.84, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.027084, 0.000271, 2.708355, -0.002526, 2.970953, -0.093431, 0.100000, 0.028663, 1.000000, 0.349066, 0.272182, 0.000000, -0.002526, 2.708355, -0.093431, -15.000000, 0.272182, -15.000000, -30.000000, 0.027084, 0.000271, -10.000000, 2.970953
85, 0.85, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.026986, 0.000270, 2.698570, -0.002524, 2.960226, -0.093145, 0.100000, 0.028611, 1.000000, 0.349066, 0.271251, 0.000000, -0.002524, 2.698570, -0.093145, -15.000000, 0.271251, -15.000000, -30.000000, 0.026986, 0.000270, -10.000000, 2.960226
86, 0.86, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.026888, 0.000269, 2.688820, -0.002522, 2.949538, -0.092860, 0.100000, 0.028559, 1.000000, 0.349066, 0.270322, 0.000000, -0.002522, 2.688820, -0.092860, -15.000000, 0.270322, -15.000000, -30.000000, 0.026888, 0.000269, -10.000000, 2.949538
87, 0.87, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.026791, 0.000268, 2.679106, -0.002520, 2.938889, -0.092575, 0.100000, 0.028507, 1.000000, 0.349066, 0.269397, 0.000000, -0.002520, 2.679106, -0.092575, -15.000000, 0.269397, -15.000000, -30.000000, 0.026791, 0.000268, -10.000000, 2.938889
88, 0.88, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.026694, 0.000267, 2.669426, -0.002518, 2.928278, -0.092290, 0.100000, 0.028455, 1.000000, 0.349066, 0.268474, 0.000000, -0.002518, 2.669426, -0.092290, -15.000000, 0.268474, -15.000000, -30.000000, 0.026694, 0.000267, -10.000000, 2.928278
89, 0.89, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.026598, 0.000266, 2.659782, -0.002515, 2.917706, -0.092006, 0.100000, 0.028402, 1.000000, 0.349066, 0.267554, 0.000000, -0.002515, 2.659782, -0.092006, -15.000000, 0.267554, -15.000000, -30.000000, 0.026598, 0.000266, -10.000000, 2.917706
90, 0.9, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.026502, 0.000265, 2.650173, -0.002513, 2.907172, -0.091722, 0.100000, 0.028349, 1.000000, 0.349066, 0.266636, 0.000000, -0.002513, 2.650173, -0.091722, -15.000000, 0.266636, -15.000000, -30.000000, 0.026502, 0.000265, -10.000000, 2.907172
91, 0.91, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.026406, 0.000264, 2.640599, -0.002511, 2.896676, -0.091440, 0.100000, 0.028296, 1.000000, 0.349066, 0.265722, 0.000000, -0.002511, 2.640599, -0.091440, -15.000000, 0.265722, -15.000000, -30.000000, 0.026406, 0.000264, -10.000000, 2.896676
92, 0.92, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.026311, 0.000263, 2.631060, -0.002508, 2.886219, -0.091157, 0.100000, 0.028242, 1.000000, 0.349066, 0.264810, 0.000000, -0.002508, 2.631060, -0.091157, -15.000000, 0.264810, -15.000000, -30.000000, 0.026311, 0.000263, -10.000000, 2.886219
93, 0.93, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.026216, 0.000262, 2.621555, -0.002506, 2.875799, -0.090875, 0.100000, 0.028188, 1.000000, 0.349066, 0.263902, 0.000000, -0.002506, 2.621555, -0.090875, -15.000000, 0.263902, -15.000000, -30.000000, 0.026216, 0.000262, -10.000000, 2.875799
94, 0.94, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.026121, 0.000261, 2.612085, -0.002503, 2.865417, -0.090594, 0.100000, 0.028134, 1.000000, 0.349066, 0.262996, 0.000000, -0.002503, 2.612085, -0.090594, -15.000000, 0.262996, -15.000000, -30.000000, 0.026121, 0.000261, -10.000000, 2.865417
95, 0.95, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.026026, 0.000260, 2.602649, -0.002501, 2.855072, -0.090313, 0.100000, 0.028080, 1.000000, 0.349066, 0.262093, 0.000000, -0.002501, 2.602649, -0.090313, -15.000000, 0.262093, -15.000000, -30.000000, 0.026026, 0.000260, -10.000000, 2.855072
96, 0.96, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.025932, 0.000259, 2.593247, -0.002498, 2.844766, -0.090033, 0.100000, 0.028025, 1.000000, 0.349066, 0.261192, 0.000000, -0.002498, 2.593247, -0.090033, -15.000000, 0.261192, -15.000000, -30.000000, 0.025932, 0.000259, -10.000000, 2.844766
97, 0.97, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.025839, 0.000258, 2.583880, -0.002495, 2.834496, -0.089753, 0.100000, 0.027970, 1.000000, 0.349066, 0.260295, 0.000000, -0.002495, 2.583880, -0.089753, -15.000000, 0.260295, -15.000000, -30.000000, 0.025839, 0.000258, -10.000000, 2.834496
98, 0.98, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.025745, 0.000257, 2.574546, -0.002493, 2.824264, -0.089474, 0.100000, 0.027915, 1.000000, 0.349066, 0.259400, 0.000000, -0.002493, 2.574546, -0.089474, -15.000000, 0.259400, -15.000000, -30.000000, 0.025745, 0.000257, -10.000000, 2.824264
99, 0.99, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.025652, 0.000257, 2.565246, -0.002490, 2.814069, -0.089195, 0.100000, 0.027859, 1.000000, 0.349066, 0.258508, 0.000000, -0.002490, 2.565246, -0.089195, -15.000000, 0.258508, -15.000000, -30.000000, 0.025652, 0.000257, -10.000000, 2.814069
100, 1, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.025560, 0.000256, 2.555981, -0.002487, 2.803910, -0.088917, 0.100000, 0.027804, 1.000000, 0.349066, 0.257619, 0.000000, -0.002487, 2.555981, -0.088917, -15.000000, 0.257619, -15.000000, -30.000000, 0.025560, 0.000256, -10.000000, 2.803910
101, 1.01, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.025467, 0.000255, 2.546748, -0.002484, 2.793789, -0.088640, 0.100000, 0.027748, 1.000000, 0.349066, 0.256732, 0.000000, -0.002484, 2.546748, -0.088640, -15.000000, 0.256732, -15.000000, -30.000000, 0.025467, 0.000255, -10.000000, 2.793789
102, 1.02, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.025375, 0.000254, 2.537550, -0.002481, 2.783704, -0.088363, 0.100000, 0.027691, 1.000000, 0.349066, 0.255849, 0.000000, -0.002481, 2.537550, -0.088363, -15.000000, 0.255849, -15.000000, -30.000000, 0.025375, 0.000254, -10.000000, 2.783704
103, 1.03, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.025284, 0.000253, 2.528384, -0.002478, 2.773656, -0.088087, 0.100000, 0.027635, 1.000000, 0.349066, 0.254968, 0.000000, -0.002478, 2.528384, -0.088087, -15.000000, 0.254968, -15.000000, -30.000000, 0.025284, 0.000253, -10.000000, 2.773656
104, 1.04, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.025193, 0.000252, 2.519252, -0.002475, 2.763644, -0.087811, 0.100000, 0.027578, 1.000000, 0.349066, 0.254090, 0.000000, -0.002475, 2.519252, -0.087811, -15.000000, 0.254090, -15.000000, -30.000000, 0.025193, 0.000252, -10.000000, 2.763644
105, 1.05, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.025102, 0.000251, 2.510153, -0.002472, 2.753669, -0.087536, 0.100000, 0.027521, 1.000000, 0.349066, 0.253215, 0.000000, -0.002472, 2.510153, -0.087536, -15.000000, 0.253215, -15.000000, -30.000000, 0.025102, 0.000251, -10.000000, 2.753669
106, 1.06, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.025011, 0.000250, 2.501088, -0.002469, 2.743729, -0.087261, 0.100000, 0.027464, 1.000000, 0.349066, 0.252342, 0.000000, -0.002469, 2.501088, -0.087261, -15.000000, 0.252342, -15.000000, -30.000000, 0.025011, 0.000250, -10.000000, 2.743729
107, 1.07, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.024921, 0.000249, 2.492055, -0.002466, 2.733826, -0.086987, 0.100000, 0.027407, 1.000000, 0.349066, 0.251472, 0.000000, -0.002466, 2.492055, -0.086987, -15.000000, 0.251472, -15.000000, -30.000000, 0.024921, 0.000249, -10.000000, 2.733826
108, 1.08, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.024831, 0.000248, 2.483054, -0.002463, 2.723959, -0.086713, 0.100000, 0.027349, 1.000000, 0.349066, 0.250605, 0.000000, -0.002463, 2.483054, -0.086713, -15.000000, 0.250605, -15.000000, -30.000000, 0.024831, 0.000248, -10.000000, 2.723959
109, 1.09, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.024741, 0.000247, 2.474087, -0.002460, 2.714127, -0.086440, 0.100000, 0.027292, 1.000000, 0.349066, 0.249740, 0.000000, -0.002460, 2.474087, -0.086440, -15.000000, 0.249740, -15.000000, -30.000000, 0.024741, 0.000247, -10.000000, 2.714127
110, 1.1, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.024652, 0.000247, 2.465152, -0.002457, 2.704331, -0.086168, 0.100000, 0.027234, 1.000000, 0.349066, 0.248879, 0.000000, -0.002457, 2.465152, -0.086168, -15.000000, 0.248879, -15.000000, -30.000000, 0.024652, 0.000247, -10.000000, 2.704331
111, 1.11, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.024562, 0.000246, 2.456250, -0.002453, 2.694571, -0.085896, 0.100000, 0.027176, 1.000000, 0.349066, 0.248020, 0.000000, -0.002453, 2.456250, -0.085896, -15.000000, 0.248020, -15.000000, -30.000000, 0.024562, 0.000246, -10.000000, 2.694571
112, 1.12, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.024474, 0.000245, 2.447379, -0.002450, 2.684846, -0.085625, 0.100000, 0.027117, 1.000000, 0.349066, 0.247164, 0.000000, -0.002450, 2.447379, -0.085625, -15.000000, 0.247164, -15.000000, -30.000000, 0.024474, 0.000245, -10.000000, 2.684846
113, 1.13, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.024385, 0.000244, 2.438542, -0.002447, 2.675156, -0.085355, 0.100000, 0.027059, 1.000000, 0.349066, 0.246310, 0.000000, -0.002447, 2.438542, -0.085355, -15.000000, 0.246310, -15.000000, -30.000000, 0.024385, 0.000244, -10.000000, 2.675156
114, 1.14, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.024297, 0.000243, 2.429736, -0.002443, 2.665501, -0.085085, 0.100000, 0.027000, 1.000000, 0.349066, 0.245459, 0.000000, -0.002443, 2.429736, -0.085085, -15.000000, 0.245459, -15.000000, -30.000000, 0.024297, 0.000243, -10.000000, 2.665501
115, 1.15, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.024210, 0.000242, 2.420962, -0.002440, 2.655881, -0.084815, 0.100000, 0.026941, 1.000000, 0.349066, 0.244611, 0.000000, -0.002440, 2.420962, -0.084815, -15.000000, 0.244611, -15.000000, -30.000000, 0.024210, 0.000242, -10.000000, 2.655881
116, 1.16, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.024122, 0.000241, 2.412220, -0.002436, 2.646297, -0.084546, 0.100000, 0.026882, 1.000000, 0.349066, 0.243766, 0.000000, -0.002436, 2.412220, -0.084546, -15.000000, 0.243766, -15.000000, -30.000000, 0.024122, 0.000241, -10.000000, 2.646297
117, 1.17, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.024035, 0.000240, 2.403509, -0.002433, 2.636747, -0.084278, 0.100000, 0.026823, 1.000000, 0.349066, 0.242923, 0.000000, -0.002433, 2.403509, -0.084278, -15.000000, 0.242923, -15.000000, -30.000000, 0.024035, 0.000240, -10.000000, 2.636747
118, 1.18, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.023948, 0.000239, 2.394831, -0.002429, 2.627231, -0.084011, 0.100000, 0.026763, 1.000000, 0.349066, 0.242083, 0.000000, -0.002429, 2.394831, -0.084011, -15.000000, 0.242083, -15.000000, -30.000000, 0.023948, 0.000239, -10.000000, 2.627231
119, 1.19, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.023862, 0.000239, 2.386184, -0.002426, 2.617750, -0.083743, 0.100000, 0.026704, 1.000000, 0.349066, 0.241245, 0.000000, -0.002426, 2.386184, -0.083743, -15.000000, 0.241245, -15.000000, -30.000000, 0.023862, 0.000239, -10.000000, 2.617750
120, 1.2, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.023776, 0.000238, 2.377568, -0.002422, 2.608304, -0.083477, 0.100000, 0.026644, 1.000000, 0.349066, 0.240410, 0.000000, -0.002422, 2.377568, -0.083477, -15.000000, 0.240410, -15.000000, -30.000000, 0.023776, 0.000238, -10.000000, 2.608304
121, 1.21, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.023690, 0.000237, 2.368983, -0.002418, 2.598891, -0.083211, 0.100000, 0.026584, 1.000000, 0.349066, 0.239578, 0.000000, -0.002418, 2.368983, -0.083211, -15.000000, 0.239578, -15.000000, -30.000000, 0.023690, 0.000237, -10.000000, 2.598891
122, 1.22, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.023604, 0.000236, 2.360430, -0.002414, 2.589513, -0.082946, 0.100000, 0.026524, 1.000000, 0.349066, 0.238749, 0.000000, -0.002414, 2.360430, -0.082946, -15.000000, 0.238749, -15.000000, -30.000000, 0.023604, 0.000236, -10.000000, 2.589513
123, 1.23, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.023519, 0.000235, 2.351908, -0.002411, 2.580169, -0.082681, 0.100000, 0.026464, 1.000000, 0.349066, 0.237922, 0.000000, -0.002411, 2.351908, -0.082681, -15.000000, 0.237922, -15.000000, -30.000000, 0.023519, 0.000235, -10.000000, 2.580169
124, 1.24, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.023434, 0.000234, 2.343416, -0.002407, 2.570858, -0.082417, 0.100000, 0.026404, 1.000000, 0.349066, 0.237098, 0.000000, -0.002407, 2.343416, -0.082417, -15.000000, 0.237098, -15.000000, -30.000000, 0.023434, 0.000234, -10.000000, 2.570858
125, 1.25, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.023350, 0.000233, 2.334956, -0.002403, 2.561582, -0.082154, 0.100000, 0.026343, 1.000000, 0.349066, 0.236276, 0.000000, -0.002403, 2.334956, -0.082154, -15.000000, 0.236276, -15.000000, -30.000000, 0.023350, 0.000233, -10.000000, 2.561582
126, 1.26, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.023265, 0.000233, 2.326526, -0.002399, 2.552339, -0.081891, 0.100000, 0.026283, 1.000000, 0.349066, 0.235457, 0.000000, -0.002399, 2.326526, -0.081891, -15.000000, 0.235457, -15.000000, -30.000000, 0.023265, 0.000233, -10.000000, 2.552339
127, 1.27, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.023181, 0.000232, 2.318127, -0.002395, 2.543129, -0.081629, 0.100000, 0.026222, 1.000000, 0.349066, 0.234641, 0.000000, -0.002395, 2.318127, -0.081629, -15.000000, 0.234641, -15.000000, -30.000000, 0.023181, 0.000232, -10.000000, 2.543129
128, 1.28, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.023098, 0.000231, 2.309758, -0.002392, 2.533953, -0.081367, 0.100000, 0.026161, 1.000000, 0.349066, 0.233828, 0.000000, -0.002392, 2.309758, -0.081367, -15.000000, 0.233828, -15.000000, -30.000000, 0.023098, 0.000231, -10.000000, 2.533953
129, 1.29, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.023014, 0.000230, 2.301420, -0.002388, 2.524810, -0.081106, 0.100000, 0.026100, 1.000000, 0.349066, 0.233016, 0.000000, -0.002388, 2.301420, -0.081106, -15.000000, 0.233016, -15.000000, -30.000000, 0.023014, 0.000230, -10.000000, 2.524810
130, 1.3, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.022931, 0.000229, 2.293112, -0.002384, 2.515701, -0.080846, 0.100000, 0.026039, 1.000000, 0.349066, 0.232208, 0.000000, -0.002384, 2.293112, -0.080846, -15.000000, 0.232208, -15.000000, -30.000000, 0.022931, 0.000229, -10.000000, 2.515701
131, 1.31, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.022848, 0.000228, 2.284834, -0.002380, 2.506624, -0.080586, 0.100000, 0.025978, 1.000000, 0.349066, 0.231402, 0.000000, -0.002380, 2.284834, -0.080586, -15.000000, 0.231402, -15.000000, -30.000000, 0.022848, 0.000228, -10.000000, 2.506624
132, 1.32, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.022766, 0.000228, 2.276586, -0.002376, 2.497580, -0.080327, 0.100000, 0.025917, 1.000000, 0.349066, 0.230599, 0.000000, -0.002376, 2.276586, -0.080327, -15.000000, 0.230599, -15.000000, -30.000000, 0.022766, 0.000228, -10.000000, 2.497580
133, 1.33, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.022684, 0.000227, 2.268368, -0.002372, 2.488569, -0.080068, 0.100000, 0.025856, 1.000000, 0.349066, 0.229798, 0.000000, -0.002372, 2.268368, -0.080068, -15.000000, 0.229798, -15.000000, -30.000000, 0.022684, 0.000227, -10.000000, 2.488569
134, 1.34, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.022602, 0.000226, 2.260180, -0.002367, 2.479591, -0.079810, 0.100000, 0.025794, 1.000000, 0.349066, 0.229000, 0.000000, -0.002367, 2.260180, -0.079810, -15.000000, 0.229000, -15.000000, -30.000000, 0.022602, 0.000226, -10.000000, 2.479591
135, 1.35, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.022520, 0.000225, 2.252021, -0.002363, 2.470645, -0.079553, 0.100000, 0.025733, 1.000000, 0.349066, 0.228205, 0.000000, -0.002363, 2.252021, -0.079553, -15.000000, 0.228205, -15.000000, -30.000000, 0.022520, 0.000225, -10.000000, 2.470645
136, 1.36, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.022439, 0.000224, 2.243892, -0.002359, 2.461732, -0.079296, 0.100000, 0.025671, 1.000000, 0.349066, 0.227412, 0.000000, -0.002359, 2.243892, -0.079296, -15.000000, 0.227412, -15.000000, -30.000000, 0.022439, 0.000224, -10.000000, 2.461732
137, 1.37, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.022358, 0.000224, 2.235793, -0.002355, 2.452851, -0.079040, 0.100000, 0.025609, 1.000000, 0.349066, 0.226621, 0.000000, -0.002355, 2.235793, -0.079040, -15.000000, 0.226621, -15.000000, -30.000000, 0.022358, 0.000224, -10.000000, 2.452851
138, 1.38, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.022277, 0.000223, 2.227723, -0.002351, 2.444002, -0.078785, 0.100000, 0.025547, 1.000000, 0.349066, 0.225833, 0.000000, -0.002351, 2.227723, -0.078785, -15.000000, 0.225833, -15.000000, -30.000000, 0.022277, 0.000223, -10.000000, 2.444002
139, 1.39, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.022197, 0.000222, 2.219683, -0.002347, 2.435185, -0.078530, 0.100000, 0.025485, 1.000000, 0.349066, 0.225048, 0.000000, -0.002347, 2.219683, -0.078530, -15.000000, 0.225048, -15.000000, -30.000000, 0.022197, 0.000222, -10.000000, 2.435185
140, 1.4, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.022117, 0.000221, 2.211671, -0.002342, 2.426400, -0.078276, 0.100000, 0.025423, 1.000000, 0.349066, 0.224265, 0.000000, -0.002342, 2.211671, -0.078276, -15.000000, 0.224265, -15.000000, -30.000000, 0.022117, 0.000221, -10.000000, 2.426400
141, 1.41, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.022037, 0.000220, 2.203689, -0.002338, 2.417647, -0.078022, 0.100000, 0.025361, 1.000000, 0.349066, 0.223485, 0.000000, -0.002338, 2.203689, -0.078022, -15.000000, 0.223485, -15.000000, -30.000000, 0.022037, 0.000220, -10.000000, 2.417647
142, 1.42, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.021957, 0.000220, 2.195735, -0.002334, 2.408926, -0.077769, 0.100000, 0.025299, 1.000000, 0.349066, 0.222707, 0.000000, -0.002334, 2.195735, -0.077769, -15.000000, 0.222707, -15.000000, -30.000000, 0.021957, 0.000220, -10.000000, 2.408926
143, 1.43, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.021878, 0.000219, 2.187811, -0.002330, 2.400236, -0.077517, 0.100000, 0.025237, 1.000000, 0.349066, 0.221932, 0.000000, -0.002330, 2.187811, -0.077517, -15.000000, 0.221932, -15.000000, -30.000000, 0.021878, 0.000219, -10.000000, 2.400236
144, 1.44, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.021799, 0.000218, 2.179915, -0.002325, 2.391578, -0.077265, 0.100000, 0.025174, 1.000000, 0.349066, 0.221160, 0.000000, -0.002325, 2.179915, -0.077265, -15.000000, 0.221160, -15.000000, -30.000000, 0.021799, 0.000218, -10.000000, 2.391578
145, 1.45, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.021720, 0.000217, 2.172048, -0.002321, 2.382951, -0.077014, 0.100000, 0.025112, 1.000000, 0.349066, 0.220389, 0.000000, -0.002321, 2.172048, -0.077014, -15.000000, 0.220389, -15.000000, -30.000000, 0.021720, 0.000217, -10.000000, 2.382951
146, 1.46, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.021642, 0.000216, 2.164209, -0.002316, 2.374355, -0.076763, 0.100000, 0.025050, 1.000000, 0.349066, 0.219622, 0.000000, -0.002316, 2.164209, -0.076763, -15.000000, 0.219622, -15.000000, -30.000000, 0.021642, 0.000216, -10.000000, 2.374355
147, 1.47, 1.000000, 0.100000, 1.000000, 0.000000, 0.000000, 0.021564, 0.000216, 2.156399, -0.002312, 2.365791, -0.076513, 0.100000, 0.024987, 1.000000, 0.349066, 0.218857, 0.000000, -0.002312, 2.156399, -0.076513, -15.000000, 0.218857, -15.000000, -30.000000, 0.021564, 0.000216, -10.000000, 2.365791
